"Statistics name :","City Data Basic Data(original)"
"Table Number :","0000020101"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics A Population and Households"
"Implementation date :","-","-"
"Cities, Towns and Villages :","2017/06/23"

"***","Data not available"
"-","Not applicable"
"X","Not available"

"","","","","","A1101","","A110101","","A110102","","A1102","","A110201","","A110202","","A1231","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302","","A1401","","A140101","","A140102","","A1402","","A140201","","A140202","","A1403","","A140301","","A140302","","A1404","","A140401","","A140402","","A1405","","A140501","","A140502","","A1406","","A140601","","A140602","","A1407","","A140701","","A140702","","A1408","","A140801","","A140802","","A1409","","A140901","","A140902","","A1410","","A141001","","A141002","","A1411","","A141101","","A141102","","A1412","","A141201","","A141202","","A1413","","A141301","","A141302","","A1414","","A141401","","A141402","","A1415","","A141501","","A141502","","A1416","","A141601","","A141602","","A1417","","A141701","","A141702","","A1418","","A141801","","A141802","","A1419","","A141901","","A141902","","A1420","","A142001","","A142002","","A1700","","A1801","","A180101","","A180102","","A1802","","A2101","","A210101","","A210102","","A2201","","A2301","","A4101","","A4200","","A5101","","A5102","","A6101","","A6102","","A6103","","A6104","","A6105","","A6106","","A6107","","A6108","","A7101","","A710101","","A710102","","A710201","","A710202","","A7103","","A810101","","A810102","","A810103","","A810104","","A810105","","A811102","","A8201","","A8301","","A830101","","A830102","","A8401","","A840101","","A840102","","A840103","","A8501","","A850101","","A850102","","A850103","","A9101","","A9201",""
"1980100000","1980","01210","Iwamizawa-shi","","78,311","","***","","***","","***","","***","","***","","***","","17,037","","***","","***","","54,540","","***","","***","","6,734","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","83","","45,197","","***","","***","","***","","***","","***","","***","","***","","***","","***","","499","","***","","***","","28,172","","43,952","","6,179","","2","","6,386","","10","","78,526","","***","","26,178","","***","","***","","***","","***","","***","","***","","17,014","","***","","***","","4,252","","1,698","","***","","619","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","560","","144",""
"1980100000","1980","01211","Abashiri-shi","","44,777","","***","","***","","***","","***","","***","","***","","10,673","","***","","***","","30,913","","***","","***","","3,191","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","48","","25,308","","***","","***","","***","","***","","***","","***","","***","","***","","***","","261","","***","","***","","14,556","","29,669","","545","","0","","1,494","","33","","45,759","","***","","14,781","","***","","***","","***","","***","","***","","***","","9,701","","***","","***","","2,189","","842","","***","","339","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","339","","73",""
"1980100000","1980","01212","Rumoi-shi","","36,626","","***","","***","","***","","***","","***","","***","","9,004","","***","","***","","24,675","","***","","***","","2,947","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","17","","30,760","","***","","***","","***","","***","","***","","***","","***","","***","","***","","223","","***","","***","","12,697","","23,328","","573","","4","","1,899","","4","","37,952","","***","","12,001","","***","","***","","***","","***","","***","","***","","8,221","","***","","***","","1,703","","785","","***","","300","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","251","","76",""
"1980100000","1980","01213","Tomakomai-shi","","151,967","","***","","***","","***","","***","","***","","***","","38,770","","***","","***","","104,702","","***","","***","","8,485","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","387","","114,615","","***","","***","","***","","***","","***","","***","","***","","***","","***","","720","","***","","***","","54,296","","95,447","","2,107","","4","","4,763","","25","","154,634","","***","","52,292","","***","","***","","***","","***","","***","","***","","35,336","","***","","***","","7,549","","2,460","","***","","728","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,378","","397",""
"1980100000","1980","01214","Wakkanai-shi","","53,471","","***","","***","","***","","***","","***","","***","","13,108","","***","","***","","36,838","","***","","***","","3,525","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","84","","43,693","","***","","***","","***","","***","","***","","***","","***","","***","","***","","286","","***","","***","","16,574","","36,705","","174","","0","","508","","41","","53,846","","***","","17,555","","***","","***","","***","","***","","***","","***","","11,936","","***","","***","","2,289","","909","","***","","300","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","441","","111",""
"1980100000","1980","01215","Bibai-shi","","38,552","","***","","***","","***","","***","","***","","***","","7,776","","***","","***","","26,286","","***","","***","","4,488","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","63","","13,398","","***","","***","","***","","***","","***","","***","","***","","***","","***","","279","","***","","***","","13,381","","22,996","","2,137","","1","","2,354","","5","","38,771","","***","","12,733","","***","","***","","***","","***","","***","","***","","7,957","","***","","***","","1,895","","1,293","","***","","462","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","236","","80",""
"1980100000","1980","01216","Ashibetsu-shi","","32,946","","***","","***","","***","","***","","***","","***","","6,865","","***","","***","","22,460","","***","","***","","3,621","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","45","","8,708","","***","","***","","***","","***","","***","","***","","***","","***","","***","","288","","***","","***","","11,485","","20,701","","741","","0","","763","","4","","32,972","","***","","11,063","","***","","***","","***","","***","","***","","***","","7,646","","***","","***","","1,434","","995","","***","","457","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","167","","62",""
"1980100000","1980","01217","Ebetsu-shi","","86,349","","***","","***","","***","","***","","***","","***","","20,205","","***","","***","","60,226","","***","","***","","5,870","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","92","","62,774","","***","","***","","***","","***","","***","","***","","***","","***","","***","","435","","***","","***","","29,329","","39,018","","17,929","","1","","8,131","","19","","76,521","","***","","28,472","","***","","***","","***","","***","","***","","***","","18,494","","***","","***","","4,918","","1,641","","***","","345","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","507","","117",""
"1980100000","1980","01218","Akabira-shi","","25,467","","***","","***","","***","","***","","***","","***","","4,931","","***","","***","","17,924","","***","","***","","2,612","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","34","","16,014","","***","","***","","***","","***","","***","","***","","***","","***","","***","","209","","***","","***","","9,656","","14,130","","1,680","","0","","1,285","","1","","25,073","","***","","8,675","","***","","***","","***","","***","","***","","***","","6,197","","***","","***","","1,027","","811","","***","","317","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","145","","64",""
"1980100000","1980","01219","Mombetsu-shi","","33,860","","***","","***","","***","","***","","***","","***","","7,511","","***","","***","","23,686","","***","","***","","2,663","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","28","","23,545","","***","","***","","***","","***","","***","","***","","***","","***","","***","","195","","***","","***","","10,318","","23,146","","386","","0","","540","","14","","34,028","","***","","11,506","","***","","***","","***","","***","","***","","***","","7,521","","***","","***","","1,864","","673","","***","","245","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","229","","58",""
"1980100000","1980","01220","Shibetsu-shi","","28,970","","***","","***","","***","","***","","***","","***","","6,365","","***","","***","","19,632","","***","","***","","2,970","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","21","","14,756","","***","","***","","***","","***","","***","","***","","***","","***","","***","","197","","***","","***","","8,538","","19,650","","772","","0","","845","","1","","29,041","","***","","8,820","","***","","***","","***","","***","","***","","***","","5,580","","***","","***","","1,013","","590","","***","","150","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","153","","32",""
"1980100000","1980","01221","Nayoro-shi","","35,032","","***","","***","","***","","***","","***","","***","","8,073","","***","","***","","24,045","","***","","***","","2,914","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","32","","23,352","","***","","***","","***","","***","","***","","***","","***","","***","","***","","189","","***","","***","","11,868","","22,416","","740","","0","","1,480","","1","","35,773","","***","","11,134","","***","","***","","***","","***","","***","","***","","7,517","","***","","***","","1,464","","735","","***","","237","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","221","","67",""
"1980100000","1980","01222","Mikasa-shi","","23,319","","***","","***","","***","","***","","***","","***","","4,225","","***","","***","","16,192","","***","","***","","2,902","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","25","","18,369","","***","","***","","***","","***","","***","","***","","***","","***","","***","","228","","***","","***","","9,124","","12,421","","1,768","","1","","1,267","","2","","22,819","","***","","8,205","","***","","***","","***","","***","","***","","***","","5,769","","***","","***","","1,126","","902","","***","","389","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","98","","45",""
"1980100000","1980","01223","Nemuro-shi","","42,880","","***","","***","","***","","***","","***","","***","","10,937","","***","","***","","28,799","","***","","***","","3,144","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","41","","27,344","","***","","***","","***","","***","","***","","***","","***","","***","","***","","287","","***","","***","","12,872","","29,847","","158","","2","","516","","123","","43,359","","***","","12,872","","***","","***","","***","","***","","***","","***","","8,599","","***","","***","","1,531","","746","","***","","241","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","296","","94",""
